,Index,Tweets,label,length,token_text,stop_tokens,hash_token,idf_token,features,rawPrediction,probability,prediction
39,111564,feels sickly need personal assistant keep fast food away takers,0.0,63,"['feels', 'sickly', 'need', 'personal', 'assistant', 'keep', 'fast', 'food', 'away', 'takers']","['feels', 'sickly', 'need', 'personal', 'assistant', 'keep', 'fast', 'food', 'away', 'takers']","(262144,[9129,32890,38808,83161,107723,113503,115587,120295,121133,253806],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[9129,32890,38808,83161,107723,113503,115587,120295,121133,253806],[5.018836863209674,4.894539146532097,8.545197387825835,4.001902605555831,8.13973227971767,6.673395210924244,6.347972810489615,5.980248030364298,5.231011383153309,7.852050207265889])","(262145,[9129,32890,38808,83161,107723,113503,115587,120295,121133,253806,262144],[5.018836863209674,4.894539146532097,8.545197387825835,4.001902605555831,8.13973227971767,6.673395210924244,6.347972810489615,5.980248030364298,5.231011383153309,7.852050207265889,63.0])","[-702.2548441558602,-769.6800641347187]","[1.0,5.219140906037937e-30]",0.0
40,11187,friday yet baby tweepletuesday followfriday,0.0,43,"['friday', 'yet', 'baby', 'tweepletuesday', 'followfriday']","['friday', 'yet', 'baby', 'tweepletuesday', 'followfriday']","(262144,[30708,44749,158421,176996,214475],[1.0,1.0,1.0,1.0,1.0])","(262144,[30708,44749,158421,176996,214475],[5.268052654833658,5.871048738399306,5.19529330055123,5.212992877650631,8.545197387825835])","(262145,[30708,44749,158421,176996,214475,262144],[5.268052654833658,5.871048738399306,5.19529330055123,5.212992877650631,8.545197387825835,43.0])","[-347.39070765716485,-400.0122418891846]","[1.0,1.4020324121343523e-23]",0.0
41,111871,classic jt saturday evening,0.0,27,"['classic', 'jt', 'saturday', 'evening']","['classic', 'jt', 'saturday', 'evening']","(262144,[25328,152470,222390,246170],[1.0,1.0,1.0,1.0])","(262144,[25328,152470,222390,246170],[5.409703171896685,7.158903026705945,6.01946874351758,8.13973227971767])","(262145,[25328,152470,222390,246170,262144],[5.409703171896685,7.158903026705945,6.01946874351758,8.13973227971767,27.0])","[-313.6416937888032,-362.840005722884]","[1.0,4.299763889564036e-22]",0.0
42,111903,happy mothers day im gunna crawl ball act like dont exist lmfaoo,0.0,64,"['happy', 'mothers', 'day', 'im', 'gunna', 'crawl', 'ball', 'act', 'like', 'dont', 'exist', 'lmfaoo']","['happy', 'mothers', 'day', 'im', 'gunna', 'crawl', 'ball', 'act', 'like', 'dont', 'exist', 'lmfaoo']","(262144,[2548,31015,78761,87273,90643,183411,208258,218192,240459,247479,254061,257866],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[2548,31015,78761,87273,90643,183411,208258,218192,240459,247479,254061,257866],[7.292434419330466,2.38083050584039,8.13973227971767,3.3008083633033536,8.13973227971767,3.7452831250452316,2.984515756810307,7.041119991049561,5.600758408659394,7.446585099157725,2.971144019844418,7.446585099157725])","(262145,[2548,31015,78761,87273,90643,183411,208258,218192,240459,247479,254061,257866,262144],[7.292434419330466,2.38083050584039,8.13973227971767,3.3008083633033536,8.13973227971767,3.7452831250452316,2.984515756810307,7.041119991049561,5.600758408659394,7.446585099157725,2.971144019844418,7.446585099157725,64.0])","[-765.6530514386131,-800.5261152946063]","[0.9999999999999993,7.158479742142094e-16]",0.0
43,112061,home maddie im tired goin bed afterwards,0.0,40,"['home', 'maddie', 'im', 'tired', 'goin', 'bed', 'afterwards']","['home', 'maddie', 'im', 'tired', 'goin', 'bed', 'afterwards']","(262144,[17893,21641,31015,171772,172336,214760,245919],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[17893,21641,31015,171772,172336,214760,245919],[4.182098763037472,4.363147245184629,2.38083050584039,6.10285035245663,7.446585099157725,8.13973227971767,5.326321562957634])","(262145,[17893,21641,31015,171772,172336,214760,245919,262144],[4.182098763037472,4.363147245184629,2.38083050584039,6.10285035245663,7.446585099157725,8.13973227971767,5.326321562957634,40.0])","[-416.77755860349725,-468.83036184562303]","[1.0,2.4760236258940718e-23]",0.0
44,112322,ive heard fall im waiting,0.0,25,"['ive', 'heard', 'fall', 'im', 'waiting']","['ive', 'heard', 'fall', 'im', 'waiting']","(262144,[31015,37521,66273,86311,150152],[1.0,1.0,1.0,1.0,1.0])","(262144,[31015,37521,66273,86311,150152],[2.38083050584039,6.060290738037835,5.772608665586054,5.249360521821505,4.175749535358813])","(262145,[31015,37521,66273,86311,150152,262144],[2.38083050584039,6.060290738037835,5.772608665586054,5.249360521821505,4.175749535358813,25.0])","[-228.7727695649766,-258.76308445591246]","[0.9999999999999054,9.448692866949454e-14]",0.0
45,112600,going bed cuz get like seven thirty something tomorrow today actually bad day,0.0,77,"['going', 'bed', 'cuz', 'get', 'like', 'seven', 'thirty', 'something', 'tomorrow', 'today', 'actually', 'bad', 'day']","['going', 'bed', 'cuz', 'get', 'like', 'seven', 'thirty', 'something', 'tomorrow', 'today', 'actually', 'bad', 'day']","(262144,[21641,29129,38202,57058,64238,102382,132975,145380,183356,186369,208258,252722,254061],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[21641,29129,38202,57058,64238,102382,132975,145380,183356,186369,208258,252722,254061],[4.363147245184629,4.241132294621665,8.13973227971767,4.49341244002253,3.3977029110123818,3.3578115819850796,4.843895413713342,4.613371755101509,8.13973227971767,6.060290738037835,2.984515756810307,3.109294358325235,2.971144019844418])","(262145,[21641,29129,38202,57058,64238,102382,132975,145380,183356,186369,208258,252722,254061,262144],[4.363147245184629,4.241132294621665,8.13973227971767,4.49341244002253,3.3977029110123818,3.3578115819850796,4.843895413713342,4.613371755101509,8.13973227971767,6.060290738037835,2.984515756810307,3.109294358325235,2.971144019844418,77.0])","[-634.8625990096865,-678.6309286758905]","[1.0,9.809704920615943e-20]",0.0
46,113479,oh got haircut today looove,0.0,27,"['oh', 'got', 'haircut', 'today', 'looove']","['oh', 'got', 'haircut', 'today', 'looove']","(262144,[18184,64238,92202,141111,225898],[1.0,1.0,1.0,1.0,1.0])","(262144,[18184,64238,92202,141111,225898],[4.012597894672579,3.3977029110123818,7.446585099157725,7.852050207265889,3.457601052593451])","(262145,[18184,64238,92202,141111,225898,262144],[4.012597894672579,3.3977029110123818,7.446585099157725,7.852050207265889,3.457601052593451,27.0])","[-273.86195587034223,-331.7164397636786]","[1.0,7.483708998527575e-26]",0.0
47,113569,awesome played,0.0,14,"['awesome', 'played']","['awesome', 'played']","(262144,[219897,260499],[1.0,1.0])","(262144,[219897,260499],[4.275499938125873,6.599287238770521])","(262145,[219897,260499,262144],[4.275499938125873,6.599287238770521,14.0])","[-112.40702316876607,-135.8308575881884]","[0.9999999999328326,6.716731171965317e-11]",0.0
48,114379,happy mothers day moms,0.0,22,"['happy', 'mothers', 'day', 'moms']","['happy', 'mothers', 'day', 'moms']","(262144,[183411,231005,240459,254061],[1.0,1.0,1.0,1.0])","(262144,[183411,231005,240459,254061],[3.7452831250452316,5.43168207861546,5.600758408659394,2.971144019844418])","(262145,[183411,231005,240459,254061,262144],[3.7452831250452316,5.43168207861546,5.600758408659394,2.971144019844418,22.0])","[-176.18916522085772,-190.17923068244735]","[0.9999991601699622,8.398300378958125e-07]",0.0
49,114538,vice president social cultural affairs southwestern college,0.0,59,"['vice', 'president', 'social', 'cultural', 'affairs', 'southwestern', 'college']","['vice', 'president', 'social', 'cultural', 'affairs', 'southwestern', 'college']","(262144,[71895,73492,143087,153178,219097,229874,235665],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[71895,73492,143087,153178,219097,229874,235665],[5.600758408659394,7.852050207265889,8.13973227971767,7.852050207265889,5.837147186723625,8.545197387825835,7.628906655951679])","(262145,[71895,73492,143087,153178,219097,229874,235665,262144],[5.600758408659394,7.852050207265889,8.13973227971767,7.852050207265889,5.837147186723625,8.545197387825835,7.628906655951679,59.0])","[-679.9597780261965,-634.5093129695413]","[1.8243737970064198e-20,1.0]",1.0
50,114983,rblpn know could listen every version war pigs ever recorded,0.0,60,"['rblpn', 'know', 'could', 'listen', 'every', 'version', 'war', 'pigs', 'ever', 'recorded']","['rblpn', 'know', 'listen', 'every', 'version', 'war', 'pigs', 'ever', 'recorded']","(262144,[24346,74943,128317,135255,140931,176497,203802,243983,255817],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[24346,74943,128317,135255,140931,176497,203802,243983,255817],[7.292434419330466,8.545197387825835,5.477144452692218,7.628906655951679,3.2825071989209493,4.831625321121527,4.593953669244407,6.147302115027464,7.628906655951679])","(262145,[24346,74943,128317,135255,140931,176497,203802,243983,255817,262144],[7.292434419330466,8.545197387825835,5.477144452692218,7.628906655951679,3.2825071989209493,4.831625321121527,4.593953669244407,6.147302115027464,7.628906655951679,60.0])","[-635.4046232575529,-691.9521350819795]","[1.0,2.7652070107188624e-25]",0.0
51,115354,im still celebrating bday even though friday,0.0,44,"['im', 'still', 'celebrating', 'bday', 'even', 'though', 'friday']","['im', 'still', 'celebrating', 'bday', 'even', 'though', 'friday']","(262144,[22250,30708,31015,31536,158090,174966,234233],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[22250,30708,31015,31536,158090,174966,234233],[7.446585099157725,5.268052654833658,2.38083050584039,4.073558594462266,6.2426122948317895,4.318363642557655,4.603615580156144])","(262145,[22250,30708,31015,31536,158090,174966,234233,262144],[7.446585099157725,5.268052654833658,2.38083050584039,4.073558594462266,6.2426122948317895,4.318363642557655,4.603615580156144,44.0])","[-350.3985840943771,-423.6995338562717]","[1.0,1.4648798330967273e-32]",0.0
52,115687,happy mothers day,0.0,17,"['happy', 'mothers', 'day']","['happy', 'mothers', 'day']","(262144,[183411,240459,254061],[1.0,1.0,1.0])","(262144,[183411,240459,254061],[3.7452831250452316,5.600758408659394,2.971144019844418])","(262145,[183411,240459,254061,262144],[3.7452831250452316,5.600758408659394,2.971144019844418,17.0])","[-115.3961020020762,-139.18288700723733]","[0.9999999999532769,4.672297953222286e-11]",0.0
53,115865,happy mothers day mothers life,0.0,30,"['happy', 'mothers', 'day', 'mothers', 'life']","['happy', 'mothers', 'day', 'mothers', 'life']","(262144,[172517,183411,240459,254061],[1.0,1.0,2.0,1.0])","(262144,[172517,183411,240459,254061],[3.9400272018377436,3.7452831250452316,11.201516817318788,2.971144019844418])","(262145,[172517,183411,240459,254061,262144],[3.9400272018377436,3.7452831250452316,11.201516817318788,2.971144019844418,30.0])","[-211.2978715119204,-244.47103682115224]","[0.999999999999996,3.918116625536843e-15]",0.0
54,116133,sweet nk dreams love,0.0,20,"['sweet', 'nk', 'dreams', 'love']","['sweet', 'nk', 'dreams', 'love']","(262144,[87524,156550,175446,186480],[1.0,1.0,1.0,1.0])","(262144,[87524,156550,175446,186480],[8.545197387825835,5.212992877650631,6.347972810489615,2.9749463057941563])","(262145,[87524,156550,175446,186480,262144],[8.545197387825835,5.212992877650631,6.347972810489615,2.9749463057941563,20.0])","[-262.6560734550141,-289.4135731073237]","[0.9999999999976046,2.3953310903282754e-12]",0.0
55,116186,im calling roommate,0.0,19,"['im', 'calling', 'roommate']","['im', 'calling', 'roommate']","(262144,[31015,83472,98371],[1.0,1.0,1.0])","(262144,[31015,83472,98371],[2.38083050584039,6.673395210924244,8.13973227971767])","(262145,[31015,83472,98371,262144],[2.38083050584039,6.673395210924244,8.13973227971767,19.0])","[-192.87994206051485,-219.85800471125893]","[0.9999999999980789,1.9212162810363457e-12]",0.0
56,117092,boat way norrï½ra gonna chill party tonight,0.0,43,"['boat', 'way', 'norrï½ra', 'gonna', 'chill', 'party', 'tonight']","['boat', 'way', 'norrï½ra', 'gonna', 'chill', 'party', 'tonight']","(262144,[51471,73853,81672,156710,184195,216023,220173],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[51471,73853,81672,156710,184195,216023,220173],[4.090850091572327,4.565515733923874,4.282517510784519,6.840449295587409,5.326321562957634,6.75343791859778,8.545197387825835])","(262145,[51471,73853,81672,156710,184195,216023,220173,262144],[4.090850091572327,4.565515733923874,4.282517510784519,6.840449295587409,5.326321562957634,6.75343791859778,8.545197387825835,43.0])","[-443.3989194756584,-489.9876082091749]","[1.0,5.845067945214108e-21]",0.0
57,117190,great book looks fantastic want,0.0,31,"['great', 'book', 'looks', 'fantastic', 'want']","['great', 'book', 'looks', 'fantastic', 'want']","(262144,[112733,189113,190256,199176,261870],[1.0,1.0,1.0,1.0,1.0])","(262144,[112733,189113,190256,199176,261870],[5.3881969666757215,5.454154934467519,4.056561018093695,6.347972810489615,3.5412510818803757])","(262145,[112733,189113,190256,199176,261870,262144],[5.3881969666757215,5.454154934467519,4.056561018093695,6.347972810489615,3.5412510818803757,31.0])","[-244.76600139580518,-270.412703227131]","[0.9999999999927258,7.274094111843956e-12]",0.0
58,117977,cool thanks retweeting guys,0.0,27,"['cool', 'thanks', 'retweeting', 'guys']","['cool', 'thanks', 'retweeting', 'guys']","(262144,[33949,64358,101376,223619],[1.0,1.0,1.0,1.0])","(262144,[33949,64358,101376,223619],[7.852050207265889,3.3522405369356245,4.519845697090686,4.49341244002253])","(262145,[33949,64358,101376,223619,262144],[7.852050207265889,3.3522405369356245,4.519845697090686,4.49341244002253,27.0])","[-210.9878881372856,-261.12701508508525]","[1.0,1.67823911529623e-22]",0.0
59,118109,nako umuulan pa naman anyway enjoy bike rides,0.0,45,"['nako', 'umuulan', 'pa', 'naman', 'anyway', 'enjoy', 'bike', 'rides']","['nako', 'umuulan', 'pa', 'naman', 'anyway', 'enjoy', 'bike', 'rides']","(262144,[2701,21688,75875,84685,116208,140811,199539,215585],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[2701,21688,75875,84685,116208,140811,199539,215585],[5.004238063788521,6.75343791859778,7.852050207265889,5.43168207861546,7.446585099157725,6.935759475391735,8.545197387825835,8.545197387825835])","(262145,[2701,21688,75875,84685,116208,140811,199539,215585,262144],[5.004238063788521,6.75343791859778,7.852050207265889,5.43168207861546,7.446585099157725,6.935759475391735,8.545197387825835,8.545197387825835,45.0])","[-666.3076872289266,-724.4253804936608]","[1.0,5.751836258376676e-26]",0.0
60,118150,mothers day cherrylolita thatï½s true bad didnï½t check thank,0.0,61,"['mothers', 'day', 'cherrylolita', 'thatï½s', 'true', 'bad', 'didnï½t', 'check', 'thank']","['mothers', 'day', 'cherrylolita', 'thatï½s', 'true', 'bad', 'didnï½t', 'check', 'thank']","(262144,[39273,81783,145380,203005,234025,240459,241227,254061,254292],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[39273,81783,145380,203005,234025,240459,241227,254061,254292],[8.13973227971767,4.050958762545025,4.613371755101509,4.7057450752325245,8.545197387825835,5.600758408659394,8.545197387825835,2.971144019844418,5.346524270275154])","(262145,[39273,81783,145380,203005,234025,240459,241227,254061,254292,262144],[8.13973227971767,4.050958762545025,4.613371755101509,4.7057450752325245,8.545197387825835,5.600758408659394,8.545197387825835,2.971144019844418,5.346524270275154,61.0])","[-613.1851863375097,-661.1344908629718]","[1.0,1.4992761536643634e-21]",0.0
61,118228,sounds like plan nice see positive thinking though rather usual quotmedia deadquot tosh,0.0,87,"['sounds', 'like', 'plan', 'nice', 'see', 'positive', 'thinking', 'though', 'rather', 'usual', 'quotmedia', 'deadquot', 'tosh']","['sounds', 'like', 'plan', 'nice', 'see', 'positive', 'thinking', 'though', 'rather', 'usual', 'quotmedia', 'deadquot', 'tosh']","(262144,[8538,22346,23038,27843,32983,92649,132659,158661,162801,163634,208258,232427,234233],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[8538,22346,23038,27843,32983,92649,132659,158661,162801,163634,208258,232427,234233],[3.495341380576298,4.188488561136243,8.545197387825835,7.852050207265889,5.063957298490143,8.545197387825835,7.158903026705945,6.599287238770521,5.837147186723625,5.177901557839361,2.984515756810307,6.147302115027464,4.603615580156144])","(262145,[8538,22346,23038,27843,32983,92649,132659,158661,162801,163634,208258,232427,234233,262144],[3.495341380576298,4.188488561136243,8.545197387825835,7.852050207265889,5.063957298490143,8.545197387825835,7.158903026705945,6.599287238770521,5.837147186723625,5.177901557839361,2.984515756810307,6.147302115027464,4.603615580156144,87.0])","[-873.4361766584577,-946.8747187098751]","[1.0,1.2765752732025194e-32]",0.0
62,118372,ok sick date suits u thursday night friday night sat night think laast 3 nights get quick,0.0,89,"['ok', 'sick', 'date', 'suits', 'u', 'thursday', 'night', 'friday', 'night', 'sat', 'night', 'think', 'laast', '3', 'nights', 'get', 'quick']","['ok', 'sick', 'date', 'suits', 'u', 'thursday', 'night', 'friday', 'night', 'sat', 'night', 'think', 'laast', '3', 'nights', 'get', 'quick']","(262144,[19395,30708,51783,80788,100511,133480,153423,168590,189957,198197,212185,248572,252722,255866,261677],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[19395,30708,51783,80788,100511,133480,153423,168590,189957,198197,212185,248572,252722,255866,261677],[8.545197387825835,5.268052654833658,3.54798511406172,8.545197387825835,6.673395210924244,6.465755846145999,3.6853849834641625,4.831625321121527,11.310853281751946,4.565515733923874,6.10285035245663,6.673395210924244,3.109294358325235,6.465755846145999,6.147302115027464])","(262145,[19395,30708,51783,80788,100511,133480,153423,168590,189957,198197,212185,248572,252722,255866,261677,262144],[8.545197387825835,5.268052654833658,3.54798511406172,8.545197387825835,6.673395210924244,6.465755846145999,3.6853849834641625,4.831625321121527,11.310853281751946,4.565515733923874,6.10285035245663,6.673395210924244,3.109294358325235,6.465755846145999,6.147302115027464,89.0])","[-972.9384151569269,-1069.7734079151148]","[1.0,8.812456575787568e-43]",0.0
